Institut,Auftraggeber,Befragte,Datum,Partei,Pct,Land
Emnid,Hit-RadioAntenne,T • 1.00021.02.–27.02.,01.03.2002,CDU,43 %,niedersachsen
Forsa,SPD,T • 1.32711.02.–27.02.,01.03.2002,CDU,39 %,niedersachsen
Infratestdimap,NDR,T,31.08.2001,CDU,36 %,niedersachsen
Forsa,Staatskanzlei,T,22.06.2001,CDU,37 %,niedersachsen
Forsa,Staatskanzlei,T,20.02.2001,CDU,35 %,niedersachsen
Forsa,SPD,T,28.10.1999,CDU,46 %,niedersachsen
Infratestdimap,NDR,T • 1.00021.10.–24.10.,28.10.1999,CDU,46 %,niedersachsen
Landtagswahl am 01.03.1998,Landtagswahl am 01.03.1998,Landtagswahl am 01.03.1998,Landtagswahl am 01.03.1998,CDU,"35,9 %",niedersachsen
Landtagswahl am 13.03.1994,Landtagswahl am 13.03.1994,Landtagswahl am 13.03.1994,Landtagswahl am 13.03.1994,CDU,"36,4 %",niedersachsen
Landtagswahl am 13.05.1990,Landtagswahl am 13.05.1990,Landtagswahl am 13.05.1990,Landtagswahl am 13.05.1990,CDU,"42,0 %",niedersachsen
Landtagswahl am 15.06.1986,Landtagswahl am 15.06.1986,Landtagswahl am 15.06.1986,Landtagswahl am 15.06.1986,CDU,"44,3 %",niedersachsen
Landtagswahl am 21.03.1982,Landtagswahl am 21.03.1982,Landtagswahl am 21.03.1982,Landtagswahl am 21.03.1982,CDU,"50,7 %",niedersachsen
Institut,Auftraggeber,Befragte,Datum,SPD,SPD,niedersachsen
"– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG","– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG","– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG","– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG",SPD,"– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG",niedersachsen
"T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-PanelAfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsFDP = Freie Demokratische ParteiFREIE WÄHLER = FREIE WÄHLER NiedersachsenGRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSNPD = Nationaldemokratische Partei DeutschlandsPIRATEN = Piratenpartei DeutschlandSchill = Partei Rechtsstaatlicher OffensiveSonstige = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsWASG = Arbeit & soziale Gerechtigkeit – Die Wahlalternative","T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-PanelAfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsFDP = Freie Demokratische ParteiFREIE WÄHLER = FREIE WÄHLER NiedersachsenGRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSNPD = Nationaldemokratische Partei DeutschlandsPIRATEN = Piratenpartei DeutschlandSchill = Partei Rechtsstaatlicher OffensiveSonstige = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsWASG = Arbeit & soziale Gerechtigkeit – Die Wahlalternative","T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-PanelAfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsFDP = Freie Demokratische ParteiFREIE WÄHLER = FREIE WÄHLER NiedersachsenGRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSNPD = Nationaldemokratische Partei DeutschlandsPIRATEN = Piratenpartei DeutschlandSchill = Partei Rechtsstaatlicher OffensiveSonstige = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsWASG = Arbeit & soziale Gerechtigkeit – Die Wahlalternative","T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-PanelAfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsFDP = Freie Demokratische ParteiFREIE WÄHLER = FREIE WÄHLER NiedersachsenGRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSNPD = Nationaldemokratische Partei DeutschlandsPIRATEN = Piratenpartei DeutschlandSchill = Partei Rechtsstaatlicher OffensiveSonstige = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsWASG = Arbeit & soziale Gerechtigkeit – Die Wahlalternative",SPD,"T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-PanelAfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsFDP = Freie Demokratische ParteiFREIE WÄHLER = FREIE WÄHLER NiedersachsenGRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSNPD = Nationaldemokratische Partei DeutschlandsPIRATEN = Piratenpartei DeutschlandSchill = Partei Rechtsstaatlicher OffensiveSonstige = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsWASG = Arbeit & soziale Gerechtigkeit – Die Wahlalternative",niedersachsen
Landtagswahl am 27.01.2008,Landtagswahl am 27.01.2008,Landtagswahl am 27.01.2008,Landtagswahl am 27.01.2008,SPD,"30,3 %",niedersachsen
Forschungs-gruppe Wahlen,ZDF,T • 1.10014.01.–17.01.,18.01.2008,SPD,33 %,niedersachsen
Infratestdimap,ARD,T • 1.00014.01.–16.01.,17.01.2008,SPD,34 %,niedersachsen
Infratestdimap,NDR,T • 1.00002.01.–04.01.,07.01.2008,SPD,33 %,niedersachsen
Emnid,Bild amSonntag,T • 80010.12.–02.01.,05.01.2008,SPD,32 %,niedersachsen
AMRDüsseldorf,Der Spiegel,T • 1.000,29.12.2007,SPD,34 %,niedersachsen
Forschungs-gruppe Wahlen,ZDF,T • 1.05604.12.–06.12.,07.12.2007,SPD,34 %,niedersachsen
Infratestdimap,NDR,T • 1.00002.11.–05.11.,07.11.2007,SPD,33 %,niedersachsen
Infratestdimap,Cicero,T • 1.00105.10.–10.10.,23.10.2007,SPD,33 %,niedersachsen
Emnid,CDU inNiedersachsen,T • 1.00002.10.–06.10.,18.10.2007,SPD,31 %,niedersachsen
Infratestdimap,ARD,T • 1.00003.09.–05.09.,06.09.2007,SPD,34 %,niedersachsen
Forsa,n-tv,T • 1.16001.08.–14.08.,16.08.2007,SPD,29 %,niedersachsen
Forsa,n-tv,T • 1.04714.05.–29.05.,31.05.2007,SPD,29 %,niedersachsen
Infratest,SPD-LV,T • 1.00003.05.–06.05.,21.05.2007,SPD,36 %,niedersachsen
Forsa,n-tv,T • 1.19329.01.–13.02.,15.02.2007,SPD,29 %,niedersachsen
Infratestdimap,NDR,T • 1.00019.01.–24.01.,26.01.2007,SPD,34 %,niedersachsen
Forsa,n-tv,T • 1.08002.11.–14.11.,16.11.2006,SPD,29 %,niedersachsen
Forsa,n-tv,T • 1.05425.09.–17.10.,19.10.2006,SPD,30 %,niedersachsen
Infratestdimap,NDR,T • 1.00023.08.–27.08.,30.08.2006,SPD,36 %,niedersachsen
Forsa,"NeuePresse, n-tv",T • 1.08617.07.–01.08.,03.08.2006,SPD,31 %,niedersachsen
Forsa,n-tv,T • 1.03917.05.–06.06.,08.06.2006,SPD,36 %,niedersachsen
Infratestdimap,NDR,T • 1.00017.02.–22.02.,24.02.2006,SPD,37 %,niedersachsen
Forsa,SPD,T • 1.00007.02.–12.02.,01.03.2005,SPD,37 %,niedersachsen
Emnid,CDU,T,28.02.2005,SPD,34 %,niedersachsen
Infratestdimap,NDR,T • 1.00026.01.–31.01.,03.02.2004,SPD,29 %,niedersachsen
GMS,Staatskanzlei,T • 1.00028.11.–01.12.,25.01.2004,SPD,"30,5 %",niedersachsen
Emnid,CDU,T • 1.00027.5.–31.5.,10.06.2003,SPD,31 %,niedersachsen
Landtagswahl am 02.02.2003,Landtagswahl am 02.02.2003,Landtagswahl am 02.02.2003,Landtagswahl am 02.02.2003,SPD,"33,4 %",niedersachsen
Forsa,RTL,T • 1.01427.01.–30.01.,31.01.2003,SPD,33 %,niedersachsen
Forsa,Stern,T • 1.10320.01.–24.01.,29.01.2003,SPD,35 %,niedersachsen
Emnid,n-tv,T,23.01.2003,SPD,37 %,niedersachsen
Infratestdimap,NDR,T • 1.00016.01.–20.01.,22.01.2003,SPD,36 %,niedersachsen
Forsa,Stern,100813.01.–18.01.,22.01.2003,SPD,36 %,niedersachsen
Infratestdimap,NDR,T • 1.00009.01.–13.01.,15.01.2003,SPD,37 %,niedersachsen
Forsa,Stern,T • 1.02706.01.–10.01.,15.01.2003,SPD,37 %,niedersachsen
Forschungs-gruppe Wahlen,ZDF,T • 1.04406.01.–09.01.,10.01.2003,SPD,37 %,niedersachsen
Forsa,Stern,T • 1.12227.12.–03.01.,07.01.2003,SPD,36 %,niedersachsen
Infratestdimap,NDR,T • 1.00002.12.–04.12.,06.12.2002,SPD,40 %,niedersachsen
Emnid,CDU,T • 1.00314.11.–20.11.,22.11.2002,SPD,34 %,niedersachsen
Forsa,SPD,T • Nachwahl-befragung22.09.02,23.09.2002,SPD,47 %,niedersachsen
Emnid,Hit-RadioAntenne,T • 1.00030.08.–04.09.,06.09.2002,SPD,42 %,niedersachsen
Infratestdimap,NDR,T • 1.000,14.06.2002,SPD,45 %,niedersachsen
Emnid,Hit-RadioAntenne,T,31.05.2002,SPD,37 %,niedersachsen
Forsa,SPD,T,17.04.2002,SPD,43 %,niedersachsen
Emnid,Hit-RadioAntenne,T • 1.00021.02.–27.02.,01.03.2002,SPD,37 %,niedersachsen
Forsa,SPD,T • 1.32711.02.–27.02.,01.03.2002,SPD,43 %,niedersachsen
Infratestdimap,NDR,T,31.08.2001,SPD,44 %,niedersachsen
Forsa,Staatskanzlei,T,22.06.2001,SPD,46 %,niedersachsen
Forsa,Staatskanzlei,T,20.02.2001,SPD,48 %,niedersachsen
Forsa,SPD,T,28.10.1999,SPD,41 %,niedersachsen
Infratestdimap,NDR,T • 1.00021.10.–24.10.,28.10.1999,SPD,41 %,niedersachsen
Landtagswahl am 01.03.1998,Landtagswahl am 01.03.1998,Landtagswahl am 01.03.1998,Landtagswahl am 01.03.1998,SPD,"47,9 %",niedersachsen
Landtagswahl am 13.03.1994,Landtagswahl am 13.03.1994,Landtagswahl am 13.03.1994,Landtagswahl am 13.03.1994,SPD,"44,3 %",niedersachsen
Landtagswahl am 13.05.1990,Landtagswahl am 13.05.1990,Landtagswahl am 13.05.1990,Landtagswahl am 13.05.1990,SPD,"44,2 %",niedersachsen
Landtagswahl am 15.06.1986,Landtagswahl am 15.06.1986,Landtagswahl am 15.06.1986,Landtagswahl am 15.06.1986,SPD,"42,1 %",niedersachsen
Landtagswahl am 21.03.1982,Landtagswahl am 21.03.1982,Landtagswahl am 21.03.1982,Landtagswahl am 21.03.1982,SPD,"36,5 %",niedersachsen
Institut,Auftraggeber,Befragte,Datum,GRÜNE,GRÜNE,niedersachsen
"– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG","– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG","– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG","– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG",GRÜNE,"– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG",niedersachsen
"T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-PanelAfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsFDP = Freie Demokratische ParteiFREIE WÄHLER = FREIE WÄHLER NiedersachsenGRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSNPD = Nationaldemokratische Partei DeutschlandsPIRATEN = Piratenpartei DeutschlandSchill = Partei Rechtsstaatlicher OffensiveSonstige = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsWASG = Arbeit & soziale Gerechtigkeit – Die Wahlalternative","T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-PanelAfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsFDP = Freie Demokratische ParteiFREIE WÄHLER = FREIE WÄHLER NiedersachsenGRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSNPD = Nationaldemokratische Partei DeutschlandsPIRATEN = Piratenpartei DeutschlandSchill = Partei Rechtsstaatlicher OffensiveSonstige = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsWASG = Arbeit & soziale Gerechtigkeit – Die Wahlalternative","T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-PanelAfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsFDP = Freie Demokratische ParteiFREIE WÄHLER = FREIE WÄHLER NiedersachsenGRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSNPD = Nationaldemokratische Partei DeutschlandsPIRATEN = Piratenpartei DeutschlandSchill = Partei Rechtsstaatlicher OffensiveSonstige = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsWASG = Arbeit & soziale Gerechtigkeit – Die Wahlalternative","T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-PanelAfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsFDP = Freie Demokratische ParteiFREIE WÄHLER = FREIE WÄHLER NiedersachsenGRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSNPD = Nationaldemokratische Partei DeutschlandsPIRATEN = Piratenpartei DeutschlandSchill = Partei Rechtsstaatlicher OffensiveSonstige = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsWASG = Arbeit & soziale Gerechtigkeit – Die Wahlalternative",GRÜNE,"T: Telefon – telefonische Befragung von zufällig ausgewählten Personen (CATI – Computer Assisted Telephone Interview)O: Online-Panel – internetbasierte Befragung von gezielt ausgewählten Mitgliedern einer Personengruppe (Befragten-Pool)F: Face to face – persönlich-mündliche Befragung von zufällig ausgewählten PersonenTOM: T-O-Mix – Befragung per Telefon und per Online-PanelAfD = Alternative für DeutschlandCDU = Christlich Demokratische Union DeutschlandsFDP = Freie Demokratische ParteiFREIE WÄHLER = FREIE WÄHLER NiedersachsenGRÜNE = BÜNDNIS 90/DIE GRÜNENLINKE = DIE LINKE, vor dem 16. Juni 2007 Zahlen für Die Linke.PDSNPD = Nationaldemokratische Partei DeutschlandsPIRATEN = Piratenpartei DeutschlandSchill = Partei Rechtsstaatlicher OffensiveSonstige = sonstige ParteienSPD = Sozialdemokratische Partei DeutschlandsWASG = Arbeit & soziale Gerechtigkeit – Die Wahlalternative",niedersachsen
Landtagswahl am 27.01.2008,Landtagswahl am 27.01.2008,Landtagswahl am 27.01.2008,Landtagswahl am 27.01.2008,GRÜNE,"8,0 %",niedersachsen
Forschungs-gruppe Wahlen,ZDF,T • 1.10014.01.–17.01.,18.01.2008,GRÜNE,7 %,niedersachsen
Infratestdimap,ARD,T • 1.00014.01.–16.01.,17.01.2008,GRÜNE,7 %,niedersachsen
Infratestdimap,NDR,T • 1.00002.01.–04.01.,07.01.2008,GRÜNE,8 %,niedersachsen
Emnid,Bild amSonntag,T • 80010.12.–02.01.,05.01.2008,GRÜNE,9 %,niedersachsen
AMRDüsseldorf,Der Spiegel,T • 1.000,29.12.2007,GRÜNE,8 %,niedersachsen
Forschungs-gruppe Wahlen,ZDF,T • 1.05604.12.–06.12.,07.12.2007,GRÜNE,7 %,niedersachsen
Infratestdimap,NDR,T • 1.00002.11.–05.11.,07.11.2007,GRÜNE,9 %,niedersachsen
Infratestdimap,Cicero,T • 1.00105.10.–10.10.,23.10.2007,GRÜNE,8 %,niedersachsen
Emnid,CDU inNiedersachsen,T • 1.00002.10.–06.10.,18.10.2007,GRÜNE,10 %,niedersachsen
Infratestdimap,ARD,T • 1.00003.09.–05.09.,06.09.2007,GRÜNE,9 %,niedersachsen
Forsa,n-tv,T • 1.16001.08.–14.08.,16.08.2007,GRÜNE,9 %,niedersachsen
Forsa,n-tv,T • 1.04714.05.–29.05.,31.05.2007,GRÜNE,9 %,niedersachsen
Infratest,SPD-LV,T • 1.00003.05.–06.05.,21.05.2007,GRÜNE,8 %,niedersachsen
Forsa,n-tv,T • 1.19329.01.–13.02.,15.02.2007,GRÜNE,9 %,niedersachsen
Infratestdimap,NDR,T • 1.00019.01.–24.01.,26.01.2007,GRÜNE,10 %,niedersachsen
Forsa,n-tv,T • 1.08002.11.–14.11.,16.11.2006,GRÜNE,8 %,niedersachsen
Forsa,n-tv,T • 1.05425.09.–17.10.,19.10.2006,GRÜNE,9 %,niedersachsen
Infratestdimap,NDR,T • 1.00023.08.–27.08.,30.08.2006,GRÜNE,9 %,niedersachsen
Forsa,"NeuePresse, n-tv",T • 1.08617.07.–01.08.,03.08.2006,GRÜNE,8 %,niedersachsen
Forsa,n-tv,T • 1.03917.05.–06.06.,08.06.2006,GRÜNE,8 %,niedersachsen
Infratestdimap,NDR,T • 1.00017.02.–22.02.,24.02.2006,GRÜNE,7 %,niedersachsen
Forsa,SPD,T • 1.00007.02.–12.02.,01.03.2005,GRÜNE,10 %,niedersachsen
Emnid,CDU,T,28.02.2005,GRÜNE,10 %,niedersachsen
Infratestdimap,NDR,T • 1.00026.01.–31.01.,03.02.2004,GRÜNE,8 %,niedersachsen
GMS,Staatskanzlei,T • 1.00028.11.–01.12.,25.01.2004,GRÜNE,"9,0 %",niedersachsen
Emnid,CDU,T • 1.00027.5.–31.5.,10.06.2003,GRÜNE,10 %,niedersachsen
Landtagswahl am 02.02.2003,Landtagswahl am 02.02.2003,Landtagswahl am 02.02.2003,Landtagswahl am 02.02.2003,GRÜNE,"7,6 %",niedersachsen
Forsa,RTL,T • 1.01427.01.–30.01.,31.01.2003,GRÜNE,8 %,niedersachsen
Forsa,Stern,T • 1.10320.01.–24.01.,29.01.2003,GRÜNE,8 %,niedersachsen
Emnid,n-tv,T,23.01.2003,GRÜNE,9 %,niedersachsen
Infratestdimap,NDR,T • 1.00016.01.–20.01.,22.01.2003,GRÜNE,7 %,niedersachsen
Forsa,Stern,100813.01.–18.01.,22.01.2003,GRÜNE,8 %,niedersachsen
Infratestdimap,NDR,T • 1.00009.01.–13.01.,15.01.2003,GRÜNE,8 %,niedersachsen
Forsa,Stern,T • 1.02706.01.–10.01.,15.01.2003,GRÜNE,9 %,niedersachsen
Forschungs-gruppe Wahlen,ZDF,T • 1.04406.01.–09.01.,10.01.2003,GRÜNE,8 %,niedersachsen
Forsa,Stern,T • 1.12227.12.–03.01.,07.01.2003,GRÜNE,10 %,niedersachsen
Infratestdimap,NDR,T • 1.00002.12.–04.12.,06.12.2002,GRÜNE,7 %,niedersachsen
Emnid,CDU,T • 1.00314.11.–20.11.,22.11.2002,GRÜNE,12 %,niedersachsen
Forsa,SPD,T • Nachwahl-befragung22.09.02,23.09.2002,GRÜNE,"7,5 %",niedersachsen
Emnid,Hit-RadioAntenne,T • 1.00030.08.–04.09.,06.09.2002,GRÜNE,7 %,niedersachsen
Infratestdimap,NDR,T • 1.000,14.06.2002,GRÜNE,6 %,niedersachsen
Emnid,Hit-RadioAntenne,T,31.05.2002,GRÜNE,6 %,niedersachsen
Forsa,SPD,T,17.04.2002,GRÜNE,6 %,niedersachsen
Emnid,Hit-RadioAntenne,T • 1.00021.02.–27.02.,01.03.2002,GRÜNE,7 %,niedersachsen
Forsa,SPD,T • 1.32711.02.–27.02.,01.03.2002,GRÜNE,6 %,niedersachsen
Infratestdimap,NDR,T,31.08.2001,GRÜNE,6 %,niedersachsen
Forsa,Staatskanzlei,T,22.06.2001,GRÜNE,7 %,niedersachsen
Forsa,Staatskanzlei,T,20.02.2001,GRÜNE,7 %,niedersachsen
Forsa,SPD,T,28.10.1999,GRÜNE,6 %,niedersachsen
Infratestdimap,NDR,T • 1.00021.10.–24.10.,28.10.1999,GRÜNE,5 %,niedersachsen
Landtagswahl am 01.03.1998,Landtagswahl am 01.03.1998,Landtagswahl am 01.03.1998,Landtagswahl am 01.03.1998,GRÜNE,"7,0 %",niedersachsen
Landtagswahl am 13.03.1994,Landtagswahl am 13.03.1994,Landtagswahl am 13.03.1994,Landtagswahl am 13.03.1994,GRÜNE,"7,4 %",niedersachsen
Landtagswahl am 13.05.1990,Landtagswahl am 13.05.1990,Landtagswahl am 13.05.1990,Landtagswahl am 13.05.1990,GRÜNE,"5,5 %",niedersachsen
Landtagswahl am 15.06.1986,Landtagswahl am 15.06.1986,Landtagswahl am 15.06.1986,Landtagswahl am 15.06.1986,GRÜNE,"7,1 %",niedersachsen
Landtagswahl am 21.03.1982,Landtagswahl am 21.03.1982,Landtagswahl am 21.03.1982,Landtagswahl am 21.03.1982,GRÜNE,"6,5 %",niedersachsen
Institut,Auftraggeber,Befragte,Datum,FDP,FDP,niedersachsen
"– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG","– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG","– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG","– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG",FDP,"– Als Umfragewert: nicht ausgewiesen; als Wahlergebnis: nicht teilgenommen
 * Die Linke.PDS und WASG",niedersachsen
